award_id,dollars_obligated,awarding_agency_name,recipient_duns,recipient_name,contract_pricing_code,contract_pricing,naics_code,naics_description,extent_competed,solicitation_procedures,awarding_agency_abbr
SPE2D619F366K,380.52,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F367G,700.56,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F369R,459.45,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F372H,60.1,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE4A719P1835,240039.92,DEPARTMENT OF DEFENSE (DOD),27800528,FIRST STATE MANUFACTURING INC.,J,FIRM FIXED PRICE,336413,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,DOD
SPE5E719V0790,258.4,DEPARTMENT OF DEFENSE (DOD),830850447,"INTEGRITY CORPORATION, INC.",J,FIRM FIXED PRICE,332439,OTHER METAL CONTAINER MANUFACTURING,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,DOD
SPE5E819V1107,229.95,DEPARTMENT OF DEFENSE (DOD),830850447,"INTEGRITY CORPORATION, INC.",J,FIRM FIXED PRICE,332722,"BOLT, NUT, SCREW, RIVET, AND WASHER MANUFACTURING",COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,DOD
SPE5EJ19V0920,406.08,DEPARTMENT OF DEFENSE (DOD),968014154,NAPA M3 INC.,J,FIRM FIXED PRICE,339991,"GASKET, PACKING, AND SEALING DEVICE MANUFACTURING",COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,DOD
SPE7M819P0300,14678,DEPARTMENT OF DEFENSE (DOD),2328151,"DUHADAWAY TOOL AND DIE SHOP, INC.",J,FIRM FIXED PRICE,332996,FABRICATED PIPE AND PIPE FITTING MANUFACTURING,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,DOD
SPE7M819V0476,3230.8,DEPARTMENT OF DEFENSE (DOD),830850447,"INTEGRITY CORPORATION, INC.",J,FIRM FIXED PRICE,333999,ALL OTHER MISCELLANEOUS GENERAL PURPOSE MACHINERY MANUFACTURING,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,DOD
SPE7MC19P0878,0,DEPARTMENT OF DEFENSE (DOD),80274743,"DIAMOND INDUSTRIAL, INC",J,FIRM FIXED PRICE,332911,INDUSTRIAL VALVE MANUFACTURING,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,DOD
SPE8E519V0489,74.85,DEPARTMENT OF DEFENSE (DOD),830850447,"INTEGRITY CORPORATION, INC.",J,FIRM FIXED PRICE,333515,CUTTING TOOL AND MACHINE TOOL ACCESSORY MANUFACTURING,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,DOD
SPE4A618V211B,0,DEPARTMENT OF DEFENSE (DOD),968014154,NAPA M3 INC.,J,FIRM FIXED PRICE,332991,BALL AND ROLLER BEARING MANUFACTURING,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,DOD
SPE8E518V2483,0,DEPARTMENT OF DEFENSE (DOD),830850447,"INTEGRITY CORPORATION, INC.",J,FIRM FIXED PRICE,333515,CUTTING TOOL AND MACHINE TOOL ACCESSORY MANUFACTURING,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,DOD
SPE8E519V0510,77.98,DEPARTMENT OF DEFENSE (DOD),830850447,"INTEGRITY CORPORATION, INC.",J,FIRM FIXED PRICE,333515,CUTTING TOOL AND MACHINE TOOL ACCESSORY MANUFACTURING,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,DOD
SPE2D619F284K,187.64,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F286U,447.57,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F297A,435.4,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F299Y,58.38,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F300M,517.68,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F303C,632.46,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F307A,139.54,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F308B,127.12,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F313K,116.76,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F314F,357.3,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F316U,59.55,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F317N,60.1,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F318K,178.65,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F331Y,354.55,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F332D,72.32,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F333Y,1035.36,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE30019F0VR8,44.12,DEPARTMENT OF DEFENSE (DOD),11038254,"HY-POINT DAIRY FARMS, INC.",J,FIRM FIXED PRICE,311511,FLUID MILK MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE30019F0VX7,42.98,DEPARTMENT OF DEFENSE (DOD),11038254,"HY-POINT DAIRY FARMS, INC.",J,FIRM FIXED PRICE,311511,FLUID MILK MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
33301118FFT1790TW,140422,NATIONAL GALLERY OF ART (SI),24329724,"ADVANCED POWER CONTROL, INC.",J,FIRM FIXED PRICE,238290,OTHER BUILDING EQUIPMENT CONTRACTORS,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,SI
36C25019F0692,14815.68,DEPARTMENT OF VETERANS AFFAIRS (VA),195823570,"AGILENT TECHNOLOGIES, INC.",J,FIRM FIXED PRICE,334516,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,VA
6973GH19F00461,27180,DEPARTMENT OF TRANSPORTATION (DOT),195823570,"AGILENT TECHNOLOGIES, INC.",J,FIRM FIXED PRICE,811219,OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,NOT COMPETED,ONLY ONE SOURCE,DOT
HHSI247201200374G,169210.29,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),5088112,SIEMENS HEALTHCARE DIAGNOSTICS INC,J,FIRM FIXED PRICE,339111,LABORATORY APPARATUS AND FURNITURE MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,HHS
NNJ16HD45D,1657323.25,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),187266259,"ILC DOVER, INC.",J,FIRM FIXED PRICE,541710,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES",FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NASA
SPE2D619F435J,595.5,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F439P,595.5,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F439Z,238.2,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F441H,595.5,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F441P,38.79,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F450M,968.4,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F455K,1155.22,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F458W,182.43,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F460Q,193.16,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F464N,58.38,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F465J,388.26,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
HHSN272201800101U,11156.88,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),195823570,"AGILENT TECHNOLOGIES, INC.",J,FIRM FIXED PRICE,334516,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,HHS
SPE2D319F0723,4.32,DEPARTMENT OF DEFENSE (DOD),782540215,"MARLEX PHARMACEUTICALS, INC.",J,FIRM FIXED PRICE,325411,MEDICINAL AND BOTANICAL MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D319F0892,2.16,DEPARTMENT OF DEFENSE (DOD),782540215,"MARLEX PHARMACEUTICALS, INC.",J,FIRM FIXED PRICE,325411,MEDICINAL AND BOTANICAL MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE7LX19F0440,8032.99,DEPARTMENT OF DEFENSE (DOD),791792583,"TESLA INDUSTRIES, INC.",J,FIRM FIXED PRICE,335999,ALL OTHER MISCELLANEOUS ELECTRICAL EQUIPMENT AND COMPONENT MANUFACTURING,NOT COMPETED,ONLY ONE SOURCE,DOD
W91CRB14C0028,995810.56,DEPARTMENT OF DEFENSE (DOD),829724454,AURORA STAR COMPANY LLC,J,FIRM FIXED PRICE,315220,MEN'S AND BOYS' CUT AND SEW APPAREL MANUFACTURING,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,DOD
W91CRB14C0047,261113,DEPARTMENT OF DEFENSE (DOD),829724454,AURORA STAR COMPANY LLC,J,FIRM FIXED PRICE,315220,MEN'S AND BOYS' CUT AND SEW APPAREL MANUFACTURING,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,DOD
FA449714P0080,0,DEPARTMENT OF DEFENSE (DOD),6918643,"DELAWARE ELECTRIC COOPERATIVE, INC.",J,FIRM FIXED PRICE,221122,ELECTRIC POWER DISTRIBUTION,NOT AVAILABLE FOR COMPETITION,ONLY ONE SOURCE,DOD
SPE7M319P0741,0,DEPARTMENT OF DEFENSE (DOD),80274743,"DIAMOND INDUSTRIAL, INC",J,FIRM FIXED PRICE,332996,FABRICATED PIPE AND PIPE FITTING MANUFACTURING,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,DOD
SPE7MC19V1393,31.54,DEPARTMENT OF DEFENSE (DOD),830850447,"INTEGRITY CORPORATION, INC.",J,FIRM FIXED PRICE,332911,INDUSTRIAL VALVE MANUFACTURING,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,DOD
91003118F0348,87375925.83,DEPARTMENT OF EDUCATION (ED),16242890,NAVIENT CORPORATION,J,FIRM FIXED PRICE,522390,OTHER ACTIVITIES RELATED TO CREDIT INTERMEDIATION,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,ED
SPE2D619F470Y,48.29,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F471H,354.55,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F474N,72.9,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F476M,119.1,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F480Q,38.79,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F481A,178.65,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F481K,38.79,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F481L,38.79,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F481M,38.79,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F481Z,9.08,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F484W,129.42,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F488T,64.71,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F489K,96.58,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F491J,178.65,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE30019F0Y6Y,177.61,DEPARTMENT OF DEFENSE (DOD),11038254,"HY-POINT DAIRY FARMS, INC.",J,FIRM FIXED PRICE,311511,FLUID MILK MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE30019F0YL0,50.4,DEPARTMENT OF DEFENSE (DOD),11038254,"HY-POINT DAIRY FARMS, INC.",J,FIRM FIXED PRICE,311511,FLUID MILK MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F492B,46.2,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F495L,467.04,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F501G,277.2,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F504U,1294.2,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F505C,48.29,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F506Q,181.44,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F508H,58.38,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F510E,178.65,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F511C,58.38,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F511R,559.35,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F512B,279.35,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F519P,244.2,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F520L,48.29,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F521Z,258.84,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F522H,220.45,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F522N,595.5,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F530R,77.48,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F532F,48.29,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
